"Timestamp","Nombor Enumerator","Jantina","Umur","Bangsa","Negeri","Tahap Pendidikan","Adakah anda sedang menjalankan perniagaan?","Nama Syarikat Perniagaan","Jenis Pendaftaran Perniagaan","Bidang Perniagaan","Negeri","Anggaran Jualan Bulanan (Tahunan) Syarikat Semasa","Bahagian, Jabatan, dan Agensi di bawah KKDW pemberi manfaat (boleh lebih daripada 1 jawapan)","Jenis bantuan / kemudahan yang telah di terima  (boleh lebih daripada 1 jawapan)","Anggaran Jualan Bulanan (Tahunan) Syarikat Sebelum Menyertai Program Keusahawanan KKDW","Sejauh manakah anda bersetuju bahawa terdapat akses yang terhad kepada pembiayaan modal, infrastruktur, teknologi, peluang latihan, mentorship dan lain-lain?","Sejauh mana anda percaya bahawa terdapat jurang dalam pendidikan dan kemahiran di kalangan masyarakat kita seperti pembangunan kemahiran, dan keperluan pasaran dan industri?","Sejauh mana anda merasakan bahawa cabaran sosioekonomi seperti modal dan stigma masyarakat mempengaruhi peluang pembangunan peribadi?","Sejauh mana anda mengalami kesukaran dalam mendapatkan rangkaian (networking) yang mencukupi untuk perkembangan peribadi atau perniagaan anda?","Sejauh mana anda percaya bahawa masyarakat kita tidak mempunyai keupayaan bersaing dalam ekonomi global?","Sejauh mana anda menganggap bahawa halangan perundangan dan peraturan (regulasi) mempengaruhi perkembangan perniagaan atau aktiviti sosial?","Sejauh mana anda bersetuju bahawa kekurangan wira aspirasi (ikon / mentor / coach) merupakan cabaran utama dalam mencapai matlamat peribadi atau profesional?","Sejauh mana anda melihat kelestarian (sustainability) dan sistem sokongan komprehensif sebagai elemen penting dalam membangunkan komuniti usahawan?","Nyatakan isu-isu selain yang dinyatakan di atas (jika ada)","Sejauh manakah anda bersetuju bahawa program keusahawanan patut di uruskan dengan lebih sistematik merentasi agensi di bawah selian KKDW dan juga di kementerian lain, untuk mengelakkan sebarang bentuk duplikasi (program sama)?","Sejauh manakah anda percaya bahawa usaha penstrukturan semula patut di ambil terhadap fungsi dan peranan keusahawanan di setiap Bahagian, Jabatan, dan Agensi dalam KKDW?","Sejauh manakah anda bersetuju bahawa KKDW perlu menyediakan ruang serta sokongan kepada usahawan agar mampu bersaing dan maju dalam perniagaan?","Sejauh mana anda bersetuju bahawa KKDW patut memberikan penekanan kepada impak setiap program bagi memastikan hasil pelaburan (Return on Invesment) dikeluarkan kerajaan adalah setimpal.","Sila nyatakan pandangan dan cadangan anda bagi menambahbaik program keusahawanan di bawah KKDW."
"2023/11/22 1:17:31 pm GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Johor","Diploma","Tidak","","","","","","MARA- Majlis Amanah Rakyat;KEMAS - Jabatan Kemajuan Masyarakat;KEJORA - Lembaga Kemajuan Johor Tenggara;AIM-Amanah Ikhtiar Malaysia","Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Peralatan (in kind + latihan);Perniagaan online;Promosi / pemasaran;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/22 1:19:00 pm GMT+8","PUTRA10","Perempuan","15 - 24 tahun","idahan","Sabah","Diploma","Tidak","","","","","","KEMAS - Jabatan Kemajuan Masyarakat","Pembiayaan (dana bank)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
"2023/11/22 1:19:27 pm GMT+8","PUTRA01","Lelaki","25 - 54 tahun","Melayu","WP Kuala Lumpur","Ijazah Sarjana Muda","Ya","Ifawzyglobal resources","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","WP Kuala Lumpur","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/22 1:23:15 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","Waris Rizqi Trading","Perkongsian (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging;Business matching","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","1","1","1","1","1","1","1","1","Tiada","1","1","1","1","Memberi banyak kemudahan yg selesa untuk pengunjung dan peniaga"
"2023/11/22 1:26:38 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Kedah","SPM","Ya","KJE global enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Kedah","Kurang RM2,000 sebulan (RM24,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Peralatan (in kind)","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","3","3","4","4","3","4","","4","4","4","4",""
"2023/11/22 1:28:08 pm GMT+8","PUTRA05","Lelaki","65 tahun dan ke atas","Melayu","Perak","SPM","Ya","GLOKAL JSM","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Perak","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Peralatan (in kind + latihan)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","4","4","3","4","4","4","4","","4","4","4","4",""
"2023/11/22 1:28:39 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","Selangor","SPM","Ya","comel food sdn bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pembiayaan (dana bank)","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","3","4","4","2","2","3","","5","5","5","5",""
"2023/11/22 1:30:09 pm GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Cahaya emas trading ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Selain di atas","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","3","3","3","3","3","3","","5","4","3","4",""
"2023/11/22 1:30:37 pm GMT+8","PUTRA08","Lelaki","25 - 54 tahun","Melayu","Johor","Diploma","Ya","Khairul Shazwie Bin Mohd Zahir","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Packaging","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/22 1:33:50 pm GMT+8","PUTRA05","Lelaki","15 - 24 tahun","Melayu","Pahang","Diploma","Ya","Makanmoh manufacturing plt","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/22 1:34:33 pm GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Hasliza binti yaakob","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Latihan sahaja;Promosi / pemasaran","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","4","4","4","4","4","3","4","Tiada","5","5","5","5","Meningkatkan lg peluangbutk usahawan promosikan produk "
"2023/11/22 1:36:29 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","Kedah","SPM","Ya","Mamiena","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kedah","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pembiayaan (dana bank)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/22 1:36:55 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Kelantan","Diploma","Ya","DDHK Berkat Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","4","4","4","4","4","4","","3","4","4","4",""
"2023/11/22 1:38:15 pm GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Kelantan","Ijazah Sarjana Muda","Tidak","","","","","","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang;KESEDAR - Lembaga Kemajuan Kelantan Selatan;AIM-Amanah Ikhtiar Malaysia","Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
"2023/11/22 1:39:52 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","Johor","Diploma","Ya","Coff&Croff","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","WP Kuala Lumpur","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","Tiada","","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","3","4","5","4","4","3","","2","4","3","5","Mudahkan urusan menerima usahawan baharu"
"2023/11/22 1:40:19 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Johor","Diploma","Ya","Nia global venture","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Latihan sahaja","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","1","5","5","5","4","5","4","4","","5","5","5","5",""
"2023/11/22 1:44:28 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Terengganu","Ijazah Sarjana Muda","Ya","IDEAL ICE CREAM MARKETING","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Terengganu","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Latihan sahaja;Gerai / warung desa;Perniagaan online;Promosi / pemasaran;Packaging;Business matching","Kurang RM2,000 sebulan (RM24,000 tahunan)","1","5","5","5","1","5","1","3","","5","5","5","5",""
"2023/11/22 1:45:37 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Melaka","Ijazah Sarjana Muda","Ya","Sishouse trading","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Melaka","Kurang RM2,000 sebulan (RM24,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","3","4","3","4","3","4","3","","4","3","4","3","Marketing kena tambah"
"2023/11/22 1:48:00 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","JULIEZZ ENTEPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","5","4","1","2","3","5","","5","5","5","5","Membuat event dengan lebih aktif"
"2023/11/22 1:48:35 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Melaka","Ijazah Sarjana Muda","Ya","Sishouse","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Melaka","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","3","4","2","3","3","3","3","","3","3","4","2","Tambah kan pengiklanan"
"2023/11/22 1:54:43 pm GMT+8","PUTRA09","Lelaki","25 - 54 tahun","Melayu","Johor","Ijazah Sarjana Muda","Ya","Nadiya Agrofarm ent","Milikan Tunggal (Enterprise)","Selain di atas","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Gerai / warung desa","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","4","4","3","5","4","2","4","","3","5","4","3","Tiada"
"2023/11/22 1:55:54 pm GMT+8","PUTRA07","Lelaki","25 - 54 tahun","Melayu","Johor","Ijazah Sarjana Muda","Ya","Nadiya agrofarm","Milikan Tunggal (Enterprise)","Selain di atas","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Pembiayaan (dana bank);Peralatan (in kind + latihan);Gerai / warung desa","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","4","4","4","3","4","3","","3","4","5","4","Tiada"
"2023/11/22 1:57:54 pm GMT+8","PUTRA01","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","D Yus Rich Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Promosi / pemasaran;Packaging","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","4","4","4","3","4","4","4","Perniaga sangat memerlukan modal pusingan sub keadaan ekonomi yang tidak menent","3","3","3","4",""
"2023/11/22 1:58:03 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","Maizz Handmade Enterprise","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pinjaman (modal pusingan, aset, alatan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","4","4","Tiada","4","4","4","4","Meneruskan program sebegini
"
"2023/11/22 1:59:13 pm GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Johor","Ijazah Sarjana Muda","Ya","Tokwan juta berhad ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Pembiayaan (dana bank);Peralatan (in kind + latihan)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","4","3","4","3","2","4","3","3","","4","3","4","5","Felcra sg ara bagus sangat banyak tolong "
"2023/11/22 1:59:57 pm GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Johor","Diploma","Ya","TOKWAN JUTA BERKAT ENTERPRISE ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","4","4","3","4","3","5","5","","2","3","4","5","Sangat memudahkan urusan dan bantuan felcra sungai ara. Perlu penambahbaikan marketing semasa "
"2023/11/22 2:02:40 pm GMT+8","PUTRA03","Perempuan","55 - 64 tahun","Melayu","Perak","SPM","Ya","Qayyom enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Peralatan (in kind);Latihan sahaja;Perniagaan online;Packaging;Business matching","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","4","3","3","4","3","4","4","","4","4","4","4","Selalukan bwat event, bwat promosi utk usahawan. "
"2023/11/22 2:04:15 pm GMT+8","PUTRA01","Lelaki","25 - 54 tahun","Melayu","Kelantan","Ijazah Sarjana Muda","Ya","Marisos food trading","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Peralatan (in kind + latihan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","5","4","","5","4","5","4",""
"2023/11/22 2:36:23 pm GMT+8","PUTRA03","Lelaki","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Mamart Food","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","LKIM","Latihan sahaja;Promosi / pemasaran","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","4","4","3","3","3","3","4","4","","4","4","3","3",""
"2023/11/22 2:43:14 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Mmi murni manufacturing sdn bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat;Tiada","Packaging","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","4","4","3","4","3","3","4","4","Tiada","5","5","5","4","Tiasa"
"2023/11/22 2:53:43 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","PhD","Ya","Zamy Book Cafe ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pahang","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat","Gerai / warung desa","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","2","4","4","2","4","2","3","","4","4","3","4",""
"2023/11/22 2:56:20 pm GMT+8","PUTRA05","Lelaki","55 - 64 tahun","Melayu","Pahang","STPM","Ya","Syera shoppe","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","MARA- Majlis Amanah Rakyat","Pinjaman (modal pusingan, aset, alatan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","4","3","3","3","3","3","","4","3","3","4",""
"2023/11/22 3:05:19 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","Z & B EMPIRE ","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat","Pinjaman (modal pusingan, aset, alatan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","3","3","1","1","3","4","","5","5","5","5",""
"2023/11/22 3:10:02 pm GMT+8","PUTRA05","Perempuan","55 - 64 tahun","Melayu","Pahang","STPM","Ya","Al ' Raiz enterprise","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;PKPP - Perbadanan Kemajuan Pertanian Negeri Pahang;AIM-Amanah Ikhtiar Malaysia","Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Peralatan (in kind + latihan);Promosi / pemasaran;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","4","2","5","5","2","3","3","","5","5","5","5",""
"2023/11/22 3:16:12 pm GMT+8","PUTRA03","Perempuan","25 - 54 tahun","Melayu","Terengganu","STPM","Ya","D Souq Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Terengganu","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","Tiada","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","4","5","3","3","3","3","Tiada","5","5","5","4","Lokasindan susun atur tapak usahawan yg lebih strategik"
"2023/11/22 3:20:30 pm GMT+8","PUTRA03","Lelaki","25 - 54 tahun","Melayu","Selangor","Sarjana","Ya","LEGASI HS ENTERPRISE","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","Tiada","Selain di atas","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","4","4","4","2","3","4","4","","4","4","4","4",""
"2023/11/22 3:21:10 pm GMT+8","PUTRA01","Lelaki","15 - 24 tahun","Melayu","Pulau Pinang","Pondok tahfiz","Ya","Alisya food enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","4","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/22 3:25:51 pm GMT+8","PUTRA04","Lelaki","25 - 54 tahun","Melayu","Kedah","Ijazah Sarjana Muda","Ya","Rumah Makan rendang tok","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Promosi / pemasaran;Packaging;Business matching","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","5","4","5","5","5","4","3","3","","3","3","3","3",""
"2023/11/22 3:25:58 pm GMT+8","PUTRA05","Lelaki","55 - 64 tahun","Melayu","Pahang","SPM","Ya","Astana CGT enterprise ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat","Latihan sahaja","Kurang RM2,000 sebulan (RM24,000 tahunan)","2","4","3","3","3","3","4","4","","4","3","4","4",""
"2023/11/22 3:26:24 pm GMT+8","PUTRA02","Perempuan","25 - 54 tahun","Melayu","Selangor","Sijil","Ya","Reka jahit resource ","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Peralatan (in kind);Packaging","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","4","3","3","3","3","3","","3","3","3","4",""
"2023/11/22 3:29:09 pm GMT+8","PUTRA03","Lelaki","25 - 54 tahun","Melayu","Negeri Sembilan","Sijil","Ya","pekasam Alias","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;Peladang, fama, lkim","Peralatan (in kind)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","4","5","5","4","4","5","","4","4","4","5",""
"2023/11/22 3:30:21 pm GMT+8","PUTRA05","Lelaki","15 - 24 tahun","Melayu","Pahang","SPM","Ya","Zmw makmur enterprise ","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind)","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","4","3","3","5","5","5","","5","5","5","5",""
"2023/11/22 3:33:08 pm GMT+8","PUTRA02","Lelaki","25 - 54 tahun","Melayu","Melaka","Sijil","Ya","R.M.I INDUSTRIES","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Melaka","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Latihan sahaja;Perniagaan online;Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","3","2","5","3","5","3","perlu program road to supermarket","1","3","5","5","kurangkan kroni"
"2023/11/22 3:36:42 pm GMT+8","PUTRA05","Lelaki","25 - 54 tahun","Melayu","Pahang","SPM","Ya","razali sukaria enterprise","Perkongsian (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","MARA- Majlis Amanah Rakyat;AIM-Amanah Ikhtiar Malaysia","Pinjaman (modal pusingan, aset, alatan);Latihan sahaja;Gerai / warung desa","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","4","2","3","2","2","4","karenah birokrasi dan pilih kasih","5","2","5","5","tentukan sasaran dengan jelas dan tindakan susulan yg lebih cekap dan bersemangat"
